Date,Ticker,Adj Close_normalized,Volume_normalized,daily_return_normalized,rolling_avg_50d_normalized,volatility_garch_normalized,GDP_Growth_Rate_Annualized_normalized,Interest_Rate_Federal_Funds_normalized,Inflation_Rate_CPI_YoY_normalized,Unemployment_Rate_normalized
2010-03-11,^GSPC,0.04847729802041996,0.2840400668659211,0.3469917990054998,0.05620689901189661,0.0,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-11,^GSPC,0.04847729802041996,0.2840400668659211,0.3469917990054998,0.05620689901189661,0.9028373594105809,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-11,TSLA,0.00018639925120472398,0.2840400668659211,0.20784931665650613,0.00034372113793950494,0.0,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-11,TSLA,0.00018639925120472398,0.2840400668659211,0.20784931665650613,0.00034372113793950494,0.9028373594105809,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-12,^GSPC,0.04874065567560733,0.5445103422682969,0.47174445549137817,0.05603903085945093,1.1390094898922065e-05,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-12,^GSPC,0.04874065567560733,0.5445103422682969,0.47174445549137817,0.05603903085945093,0.9033120618365272,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-12,TSLA,0.000195894119228557,0.5445103422682969,0.49623549035444725,0.0003351141101084002,1.1390094898922065e-05,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-12,TSLA,0.000195894119228557,0.5445103422682969,0.49623549035444725,0.0003351141101084002,0.9033120618365272,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-15,^GSPC,0.048480296399795904,0.3101742131549255,0.4293684415701526,0.05586763693656841,2.1302424156766087e-05,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-15,^GSPC,0.048480296399795904,0.3101742131549255,0.4293684415701526,0.05586763693656841,0.9037843754260272,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-15,TSLA,0.00018490006151675024,0.3101742131549255,0.39788502161388206,0.0003263930132337509,2.1302424156766087e-05,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-15,TSLA,0.00018490006151675024,0.3101742131549255,0.39788502161388206,0.0003263930132337509,0.9037843754260272,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-16,^GSPC,0.04800605272850024,0.6455278643999793,0.41190589254690513,0.0556742380581948,3.003312139127079e-05,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-16,^GSPC,0.04800605272850024,0.6455278643999793,0.41190589254690513,0.0556742380581948,0.9042543129181045,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-16,TSLA,0.0001659103254690841,0.6455278643999793,0.35849754368151265,0.00031667640470634786,3.003312139127079e-05,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-16,TSLA,0.0001659103254690841,0.6455278643999793,0.35849754368151265,0.00031667640470634786,0.9042543129181045,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-17,^GSPC,0.048476298560627976,0.3772544603633369,0.48889868519483953,0.055462515543462675,3.7732641843812864e-05,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-17,^GSPC,0.048476298560627976,0.3772544603633369,0.48889868519483953,0.055462515543462675,0.9047218869762531,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-17,TSLA,0.0001834008718287766,0.3772544603633369,0.5370030954125589,0.0003059020650478928,3.7732641843812864e-05,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-17,TSLA,0.0001834008718287766,0.3772544603633369,0.5370030954125589,0.0003059020650478928,0.9047218869762531,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-18,^GSPC,0.049260874497334184,0.9557611778505518,0.5140317065810011,0.05527078622109003,4.450642613096356e-05,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-18,^GSPC,0.049260874497334184,0.9557611778505518,0.5140317065810011,0.05527078622109003,0.9051871101889698,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
2010-03-18,TSLA,0.00021388439548424075,0.9557611778505518,0.5981405806504145,0.000295978058259499,4.450642613096356e-05,0.38002784437667425,0.020833333333333336,0.0034013929273282485,0.5663716814159292
